annual_review_year	match_text
2004	Some of the important projects operationalised during the period 2004-05 are as follows: i) Reconstruction/upgradation of Zaranj-Delaram road (218 kms) at an estimated cost of Rs. 377.47 crore. The project will be executed by Border Roads Organization. Apart from being a sign of our commitment to assist Afghanistan in infrastructure reconstruction, the project
2004	held on a possible new line of credit to Bangladesh. Presently negotiations are on to discuss the terms and conditions and modalities of the proposed $150 million EXIM bank credit line to Bangladesh for funding infrastructure related projects in the rail and road sectors. construction of 1020 MW Tala project is progressing
2004	and Mangdechu Projects) would be initiated shortly. Following the severe floods in Bangladesh in 2004, Government of India has granted a flood relief assistance of Rs.100 crores for Bangladesh. This amount would be utilized by the Government of Bangladesh to procure food grains, medical supplies and building material from India. An MoU
2004	India assistance package to 9th Plan of Bhutan was also reviewed during the visit of the King of Bhutan in January 2005 and an additional Rs. 280 crores towards Development subsidy was pledged. Other important developments during the current year include the signing of (i) an MoU on Project Implementation Mechanism. The Project
2004	releases to the Projects (ii) a Protocol for repayment of Government of India loan extended to Kurichhu Project. The project, completed at a cost of Rs. 560 crore, had a 40 percent loan component, which is now being repaid by the Royal Government of Bhutan. Bhutan As close friends and neighbours, India’s relations
2004	consensus on further enhancing military exchanges and cooperation at different levels. The year witnessed continued growth in India-China trade. From a bilateral trade volume of US$ 338 million in 1992, the trade volume touched US$ 7.6 billion in 2003. For 2004, the trade volume, as per the Chinese statistics, reached US$ 13.6 billion, an increase of 79 per cent over 2003. India’s exports to China stood at US $ 7.67 billion (year-on-year growth of 80.4 per cent) while India’s imports from China stood at US $ 5.93 billion (year-onyear growth of 77.2 per cent). The main exports from India to China were iron ore, iron & steel, plastics, precious stones (mostly diamonds), cotton
2004	facilities etc. The period saw an expansion in the India-Hong Kong bilateral trade. According to HKSAR statistics, Hong Kong – India bilateral trade reached US $ 5.43 billion in 2004 (an increase of 20.3 per cent over 2003) with Indian exports reaching US $ 3.53 billion (an increase of 24 per cent) and Hong Kong exports reaching US $ 1.89 billion (representing an increase of 14 per cent). A 14-member Parliamentary delegation led by Speaker Shri Somnath Chatterjee visited Hong Kong from 6-7 November 2004 and
2004	and rescue operations, transporting relief materials, repairing and restoring generators and communications. Prime Minister informed President Gayoom that Government of India has decided to earmark Rs. 5 crores for assisting in the programme of relief and rehabilitation for Maldives. India is committed to ensure a cost-effective, long term and secure mode of transfer
2004	Dr. Manmohan Singh on 24 October 2004. 11 Annual Report 2004 - 2005 Myanmar. A large body of population of Indian origin (estimated at 2.5 million) lives in Myanmar. Geo-strategic factors make it important for India and Myanmar to have a close relationship. India-Myanmar relations are reflective of the two countries’
2004	called on Prime Minister. In his meeting with External Affairs Minister, the two sides discussed the Indian-MyanmarThailand trilateral highway project, enhancement of bilateral trade to US$1 billion by 2006 and co-operation in the energy sector. The two Ministers had earlier met on the margins of the ASEAN Post-Ministerial Conference/ASEAN Regional Forum meeting
2004	and India signed an MoU for upgrading the Yangon-Mandalay Trunk Line. Under the MoU, Government of India has made available a Line of Credit of US$56.36 million to the Government of the Union of Myanmar for purchasing rolling stock as well as upgrading workshops, tracks and communications and signalling systems. Shri Mani
2004	The EXIM Bank of India and Foreign Trade Bank of Myanmar signed an Agreement in October 2004 to extend a special line of credit of US$7 million for commissioning CorDECT WLL based basic telephone and internet networks in Yangon and Mandalay. The project also includes installation of an Optical Fibre Cable between the border towns of Moreh (India) and Tamu (Myanmar). India has also announced a grant of US$ 3 million to set up two elearning centres in Yangon and Mandalay and for conducting an e-governance project. Myanmar also hosted the annual Foreign Office Consultations (FOC)
2004	and banking arrangements. On the economic front, India remains committed to achieving the target set by the Joint Trade Committee of increasing bilateral trade to US$1 billion by 2006. In fact, bilateral trade between the two countries has expanded significantly over the last few years. During 2003-04, Myanmar’s exports to India amounted to US$361.38 million and its imports from India were US$108.85 million. An Agreement on setting up of a Joint Task Force to make recommendations for enhancing bilateral trade was also signed between the Confederation of Indian
2004	the bloody internecine conflict and assassinations. Sri Lanka Board of Investment as of August 2004 had given approvals to 147 projects with total FDI of US$ 450 million. Figures of actual inflows are not available but it is estimated that 50 per cent of Indian investment in SAARC countries is in Sri Lanka.
2004	consideration The Government of India has extended a number of credit lines to Sri Lanka. Two of them are currently operational. These are a US $100 million line of credit for capital goods, consumer durables, consultancy services and food items and a US $31 million line of credit for supply of 300,000 tonnes of wheat to Sri Lanka. In addition a US $150 million line of credit has been offered to the Sri Lankan 21 Annual Report 2004 - 2005 government for purchase of petroleum products as has been another US $100 million line of credit for rural infrastructure projects. Thus a total of about US $381 million (approx. Rs 1700 crores) is being made available to Sri Lankan Government through lines of credit. 1500 cataract operations and rural development projects. Following the devastating tsunami on 26
2004	President Kumaratunga and Foreign Minister Kadirgamar among others. The Government of India is in the process of executing development projects in Sri Lanka worth about Rs 70 crores and has made additional commitments worth approximately US$ 87 million. The projects that are being implemented or are being considered include the construction of a general hospital, grant towards construction of a Cancer Hospital, projects
2004	Cambodia on 6 May 2004 and called on the Foreign Minister for bilateral discussions. In part utilization of the Government of India credit line of US$10 million, Indian companies supplied 240 irrigation pumps worth about US$5 million to the Cambodian Ministry of Water Resources and Meteorology. The balance is to be used for West Barai Irrigation Project. Shri D. Datta, Chairman &
2004	several dances choreographed by H.R.H Princess Buppha Devi. During his visit to Cambodia in November 2002, the Prime Minister had announced providing seed money of US$1 million for setting up a Museum of Traditional Asian Textiles at Siem Reap under the Mekong-Ganga Cooperation (MGC) Programme. Cambodian government has allotted a 1-acre plot
2004	Affairs Minister addressed messages of sympathy to their counterparts in Indonesia. As part of its region-wide assistance to neighbours struck by the Tsunami, India provided US$ 1 million worth of emergency relief supplies to Indonesia. Two Indian Naval ships, INS Nirupak and INS Khukri, were deployed off the coast of western Aceh which
2004	and broaden our cultural interaction with a country with which India shares historical affinities. Bilateral trade between India and Indonesia recorded impressive growth to exceed US$ 3 bn during 2004. Public Sector company IRCON secured a US$ 10 mn contract for a toll road segment in Indonesia during the year and explored business opportunities in the areas of railway rehabilitation and the
2004	The physical and technological infrastructure at this important facility was expanded and a second Ground Station (Biak TT&C II) established during the year with an US$ 875,000 investment from ISRO. First India-ASEAN Car Rally was ceremonially flagged off from Vientiane by Indian PM and PM of Lao PDR on 30 November
2004	the Electricity Company of Laos for construction of 115kv transmission line. The supply would be financed through a Government of India line of credit for US$10 million. India is also considering the construction of a Speciality Hospital in Vientiane. A feasibility report on the project has been completed by the HSCC (India)
2004	2426 September 2004. Malaysia is poised to become the largest trading partner of India among the ASEAN countries with a total twoway bilateral trade of US$ 4.2 billion in 2004-2005. During 30 South East Asia and the Pacific Organization, held recently with the conclusion of 23rd Assembly Session of the IMO in London;
2004	the 59th General Assembly Session in New York on 28 October 2004. April to October 2004, exports from India grew at 98 per cent reaching US$ 727 million as against US$ 367 million in the corresponding period of 2003. During the same period, Indian imports from Malaysia recorded a growth of 20% reaching US$ 1751 million in 2004 as compared to US$ 1463 in 2003. India offered 17 slots under the Government of India’s ITEC/SFTC/Colombo Plan/Foreign Service Institute programmes to Papua New Guinea during the year 200405.
2004	naval ships of the Eastern Fleet to Manila from 29 October – 1 November 2004. During the first ten months of 2004, bilateral trade was US$285 million, with exports from India being US$207 million and imports from Philippines US$78 million. Shri K. Natwar Singh, External Affairs Minister visited Singapore on 3 July 2004. During his visit, he called on Prime Minister Goh Chok Tong, Senior
2004	Thailand has emerged as an important partner in the region. Indian exports to Thailand in the first 11 months of 2004 reached a figure of US$1066 million whereas, India’s imports from Thailand for the same period amounted to US$828 million. The highlight of the year was the conclusion of negotiations and signing of the Protocol on the Early Harvest Scheme (EHS) under the Framework Agreement
2004	Foreign Affairs, Mr. Le Cong Phung, and the Indian side by Special Secretary (East), Shri Rajiv Sikri. Indian exports to Vietnam for January-November 2004 reached US$518.09 million registering an increase of over 30 per cent vis-à-vis the corresponding period in 2003. The major items were animal feed (Soya bean meal), drugs and
2004	2004 during which both sides discussed bilateral relations as well as regional and global issues. The total India-Japan bilateral trade in the 2003-04 was US $ 4.35 billion with exports to Japan being US $ 1.71 billion and imports from Japan being US $ 2.64 billion. There was a growth of 18 per cent in India-Japan bilateral trade during 2003-04 as compared to the corresponding period of last year. Cumulative foreign direct investment inflows from Japan during 1991-2004 (net of ADRs/ GDRs) was US $ 1.86 billion, excluding FDI inflows received for acquisition of existing shares (up to 1999), RBI’s-NRI Schemes, stock swapped & advance pending issue of shares. India-Japan Science Council
2004	higher level taking advantage of complementarities in economies and synergies in trade, investment and high-tech areas. Both sides agreed to set a target of US $ 10 billion for bilateral trade by 2008. It was also agreed to set up a Joint Study Group composed of government officials, economists and representatives of business
2004	and again on the margins of the 11th Meeting of the Foreign Ministers of ASEAN Regional Forum held in Jakarta from 1-2 July 2004. 0.76 billion and imports being US $ 2.45 billion. ROK’s investment approvals in India are close to US $ 3 billion. Actual inflow from ROK for the period 1991-2004 has been US $ 657.0 million. The Korea Trade Investment Promotion Agency opened its third office in India in Mumbai in June 2004. External Affairs Minister Shri K. Natwar Singh visited
2004	sides discussed bilateral relations, regional and global issues during the meeting. Tatas became the first Indian company to invest in South Korea. They invested US $ 120 million by acquiring Daewoo Commercial Vehicles at Gunsan in South Korea in March 2004 As part of the celebrations of the 30th Anniversary of establishment of
2004	Hong, Deputy Minister for Trade while Commerce Secretary led the Indian side. The total bilateral trade between India and ROK in 2003- 04 was US $ 3.2 billion with exports to ROK being US $ Smt. Rathi Vinay Jha, Secretary, Department of Tourism visited ROK from 17-21 April 2004 to attend 53rd Annual Conference and Board of Directors Meeting of
2004	Embassy in Delhi. The Government of India announced medical assistance in aid of the victims of the Beslan tragedy through supplies of Indian medicines worth US$ 50,000. Indo-Russian relations are a matter of priority for both the sides. The year 2004-2005 witnessed a concerted effort to broaden and step up cooperation.
2004	met Tajik President, Foreign Minister and Defence Minister. Under India’s aid programme 10 city transport buses were gifted to the city of Dushanbe. A US $ 8.37 million grant extended to Government of Tajikistan was waived off. A project under India’s aid programme to set up a fruit processing plant in Dushanbe was
2004	visit, Shri Ahamed met the Prime Minister and Foreign Minister of Uzbekistan. He visited the Shastri School in Tashkent and handed over a cheque of US$ 25000 for restoration and repair of the school. Minister of State for External Affairs Shri E. Ahamed delivered a speech at the Tashkent University of
2004	the fields of automobile parts, bicycles, and tools, artificial jewellery and cosmetics, etc. took part in the exhibition. Azerbaijan M/s Infosys Ltd. was awarded a US$ 900,000 contract for providing banking software in respect of automation of one of the banks in Azerbaijan. A 13-member FICCI delegation visited Tashkent on 9-10
2004	in the reconstruction activities. India was an active participant in the Iraq Donor Conferences held in Doha(May 2004), Tokyo(October 2004). India distributed milk powder worth dollar 1.1 million for Iraqi children through WFP. The number of training slots for Iraqi officials under the ITEC programme was increased from 75 to 125 per annum.
2004	the countries agreed to celebrate the 50th Anniversary of India’s diplomatic presence in Oman in a befitting manner in 2005. Commencement of production by the $1 billion India-Oman Fertilizer Factory in February/March 2005 and associated events were also discussed. An important outcome of the visit was the signing of the long pending
2004	not subject to review or appeal on substantive, procedural or any other grounds. Between 1 April 2004 and 15 January 2005 the UNCC has transferred US$ 14,141,354.01 for approximately 1,350 claims in the individual claims category. The money received in the previous year which remained undisbursed for various reasons, continued to
2004	Haj in 2005 including 80,772 under the arrangements made by the Haj Committee and the rest through Private Tour Operators. this period. A total of US$ 14,632,823.71 was disbursed to 1,635 claimants by the four designated banks. The break-up is given below: Category No. of Claims Amount Paid (US $) A 924 240,551.21 B Nil Nil C 631 2,527,660.94 D 76 11,864,611.56 1,635 14,632,823.71 Total The Minister of State for External Affairs, Shri E. Ahamed,
2004	pipeline from Mediterranean to the Red Sea. We continue to buy limited amounts of crude oil and petroleum products from Egypt, valued at nearly US $ 350 million annually. HDFC assisted in setting up Egypt Housing Development Corporation (EHDC) by taking up 10 per cent equity share and providing technical assistance. Former UNSG
2004	of the House of Deputies to visit India along with a Jordanian parliamentary delegation. Between January-October 2004, according to Israeli trade statistics, bilateral trade crossed US$ 2.144 billion, a growth of over 25 per cent compared to the same period in 2003. It was higher than the record trade in full 2003. The
2004	during the last few years, Indian exports 57 Annual Report 2004 - 2005 have also shown encouraging progress. Last year, India exported to Jordan JD141 million worth of goods including spices, tea, sesame, meat and motor vehicles and spare parts. According to latest figures, Indian imports from Jordan during January-August 2004 was US $ 144 million while, Indian exports to Jordan was US $ 101 during the same period. million). This is in comparison with previous year’s exports (2003-04) which stood at Rs. 86.60 Crores (18.73 $ million). Minister of State (C&I) Shri E.V.K.S. Elangovan visited Libya to take part in 9th Session of Indo-Libya Joint Commission (ILJC) from 20-22 November 2004. The
2004	Power sector, along with Pharmaceuticals, Automobiles, Software and IT education are the focus areas which have tremendous potential for our companies. Indian companies are executing $ 600 million worth of projects currently. In the power sector, BHEL is currently executing Rs 1200 crore contract for setting up a 600 MW power plant. ONGC already has a presence in Libya. In the new Exploration and Production Sharing Agreement Round
2004	are expected to go up manifold during the current year. As per available trade figures, Indian exports for the initial two months (AprilMay) stood at Rs 48.11 Crores (Approximately US $ 10.7 58 The Gulf, West Asia and North Africa “The Summit in Sharm-el Sheikh on 8 February 2005 and the significant meeting between the leaders
2004	late President Arafat and other Palestinian leadership. During the visit, Minister of State for External Affairs formally handed over medicines and TATA Safari vehicles worth Rs. 2 crore as donation to the Palestinian National Authority. A special course for 10 Palestinian diplomats has been organized by Foreign Service Institute of the Ministry from
2004	(GNPOC), acquired 26 per cent and 24.5 per cent stakes in Blocks 5A and 5B respectively from OMV of Austria at a total cost of US$ 115 million in May 2004. Apart from OVL’s stakes in Sudanese oil blocks, OVL was awarded the project for construction of products pipeline from Khartoum Refinery to
2004	India and Sudan were held on 10 February 2005 at New Delhi. 59 Annual Report 2004 - 2005 Syria the the credit line of 25 million US$ which was announced by the former Prime Minister last year. The India-Syria Joint Hydrocarbon committee meeting was held in New Delhi on 14 February 2005.
2004	Small and Medium Sector was held in New Delhi in November. Bilateral trade (highly skewed in India’s favour), recorded steady growth and stood at 205 Million US$ in 2003-04 showing a growth of 66 per cent over 2002-03. A number of Indian companies participated in various Government tenders. ONGC (Videsh) along with
2004	with the Syrian Government for exploration and development of oil in Block No.24 in northeastern part of Syria. ABB India bagged another contract worth 30 million US$ in December 2004 for supply of substation. A team from DMRC (Delhi Metro Rail Corporation) led by its MD. Bilateral relations between India and Tunisia
2004	Metro project in Damascus which will be funded from 60 Africa (South of Sahara) East and Southern Africa 6 mention here the credit line of US$200 million extended to NEPAD. Recently India extended credit lines to Mozambique, Kenya, Lesotho, Senegal, Angola, etc. Earlier it was decided to provide eight countries of West Africa with a credit line of 500 million dollars and this is generally known as the TEAM-9 Initiative. A high-level meeting of representatives of these countries (which included four Foreign Ministers) was recently held
2004	it marches towards progress and development. The highlights of India’s cooperation with Africa include building an International Convention Centre in Mauritius at a cost of US$15 million. Half of this amount will be paid as grant while the other half is in the form of credits. Recently construction of the Cybercity was
2004	at the invitation of External 63 Annual Report 2004 - 2005 Sixteen Indian Universities and affiliated colleges/ institutes participated in the fair and it attracted hundreds of students from Ethiopia and of other nationalities who were interested in pursuing study in India. (Chief Ministers) of three Federal States of Ethiopia, Benishangul-Gomuz,
2004	industries growth in Ethiopia by formulating developmental schemes and identifying projects to generate employment and selfemployment. The IRCON International Limited was awarded a contract worth US$ 31 million for construction of 120 km gravel road in Ethiopia in June 2004 against tough international bidding. This was the first road construction project awarded to an Indian company in Ethiopia. An Indian Company, KEC International Limited was awarded a contract worth US$ 40 million for construction of 132 KV Power Transmission Project in September 2004. The Northern India Textile Research Association (NITRA) won a consultancy service contract for setting
2004	ministerial delegation from Lesotho led by their Foreign Minister visited India from 10-16 October 2004. The main purpose was to finalize the signing of the US$ 5 million Line of Credit Agreement between Government of Lesotho and Export Import Bank of India. Lesotho government intends to use this credit line largely to upgrade
2004	Madagascar Gen. Marcel Ranjeva is being scheduled in the first half of 2005. On 30 November 2004 a consignment of medical equipment valued at approximately Rs. 21 lakhs were handed over to the Minister of health & Family Planning of Madagascar as a gift from the Government of India. Malawi The new Indian
2004	all outstanding government-to-government debts to Mozambique. EXIM Bank of India and the Mozambican authorities signed an agreement for the utilization of the credit line of US$ 20 million offered by India to Mozambique during the visit of President Chissano to India in May 2003. During the visit of a UNIDO- sponsored delegation of
2004	2004 marking the end of President Rene’s 27-year tenure. Joseph Belmont was appointed as the new Vice President. India donated HIV/Aids antiretroviral drugs worth US $ 50,000 to Seychelles during the year. An Education delegation from Seychelles visited India (May-June) to identify various educational institutions for sending Seychellois students for higher
2004	of Parliament apart from visiting various developmental sites. Zambia India’s relations with Zambia continued to expand during this period. India donated anti-retroviral drugs worth one hundred thousand dollars; a consignment of these medicines was formally handed over by Indian High Commissioner to the Zambian Health Minister on 8 April 2004. The Government of India decided to write off the outstanding dues of about $3 million representing the principal and interest owed on credit line given to Zambia by India in 1979 after the latter joined the Highly Indebted Countries Initiative
2004	agreement on Science & Technology between Uganda and India. This proposal was accepted in principle. Government of India donated on 5 July 2004 medicines worth Rs.16,69,747 (approx. US $ 38,000) to the internally displaced persons of north Uganda. A delegation from the Government of Gujarat led by Shri Indravijaysinh Jadeja, Minister for Health &
2004	as the majority equity partner for the revival of Zambia’s biggest Konkola copper mines. Another Indian company, M/s Kamani Engineering Corporation won a contract worth $ 11 million for setting up a power transmission line between the bordering towns of Zambia and Namibia. Mr. Ratan Tata, Chairman of the Tata Group visited Lusaka
2004	26 October 2004 and agreed to consider making new investments in the mining, power generation and transmission, tourism and automobile sectors. The Tata Group invested US$ 8 million in the renovation of Taj Pamodji hotel in Lusaka, a joint venture between the group and the Government of Zambia. A two member team comprising
2004	the party and later on sworn in as the second Vice President of the country. WEST AFRICA India’s exports to Angola during 2002-2003 were of US$ 37.31 million while during the period 2003-2004, exports increased to US$ 70.55 million, i.e., an increase of 89.10%. India enjoys cordial links with the countries of West Africa. However, to foster greater cooperation and to forge closer linkages
2004	was signed on 24 June 2004. This project is being supported by a line of 71 Annual Report 2004 - 2005 Burkina Faso credit of US$ 40 million extended by the Government of India to the Government of Angola. Burkina Faso sees India as an important partner for their development in the areas
2004	and communications, infrastructure development, development of small and medium enterprises, mining, pharmaceuticals, agriculture and some other sectors. India has also extended a credit line of US$ 5 million for promotion of Indian exports. A prominent Indian company would be supplying agricultural equipment to the Ministry of Agriculture, Government of Angola against this line
2004	and other issues of mutual interest. Burkina Faso has also expressed interest in availing of the proposed GOI initiative of providing a separate Credit (US $ 1.5 billion) for Sub-Saharan African countries for importing ARV (anti-retroviral) drugs for HIV/AIDS, general pharmaceuticals, medical equipments, and training from India. State Bank of India would be
2004	continue for 2004-05. The positive trend in bilateral trade and India’s exports to Burkina Faso will continue in 2004-05 with total trade reaching an estimated US$ 50 million. A delegation from Independent Electoral Commission (CEI) of Cote d’ Ivoire headed by Mr. Camille Hoguie, the Chairman, visited India from 5 September to 11
2004	naval ship. The Cape Verde authorities helped in providing the necessary logistical support and in organizing the necessary meetings. Central African Republic(CAR) India donated 100,000 US$ worth of anti-retroviral medicines to Cote d’Ivoire. Bilateral relations between India and the Central African Republic have been stagnating since 1998. The former Ambassador (desig.)
2004	Taxation Avoidance Agreement. To facilitate bilateral trade, two Lines of Credit (LOCs) were agreed for Ghana. The first signed EXIM Bank line of credit of $15 million for a rural electrification project became effective, and disbursements are expected to commence soon. A second US $27 million EXIM LOC, which was announced by the then PM at the abovementioned meeting in Abuja, has been approved and is in the process of being
2004	for the President’s Special Initiative on agriculture and purchase of buses for transportation sector. The Congolese side requested for a bilateral line of credit of US$ 50 million to help finance projects in the agriculture, pharmaceuticals, urban transport, infrastructure, mining and minerals sector. India agreed to consider the request favourably and requested the
2004	pharmaceutical products now account for about 50% of the Ghana’s drugs and pharmaceutical imports. Among public sector companies, TCIL of India was awarded a US $50 million contract by Ghana Telecommunications Co. for installation of Copper Access Network and a $10 million contract for pay phones. Representatives of Indian companies have started visiting Equatorial Guinea to identify projects and to establish business links. Ghana Subsequent to the
2004	cooperation, India continued to offer training courses to Ghanaian civil 74 Africa (South of Sahara) tonnes of rice to Guinea. In addition, anti-retroviral medicines worth US$100,000 were also donated. servants under the ITEC/SCAAP programme. Between April and November 2004, 50 Ghanaians had undertaken training in various areas, from the 60 training
2004	signed a MoU with Edo State in Nigeria for setting up an oil refinery. This refinery is expected to have a capacity of about 9 million tonnes per year and the final investment is likely to be of the order of US$ 1.5 billion. Further talks between the Edo State representatives and IOC were held in New Delhi from 29-30 November 2004. Samples of paddy have been provided to
2004	to Nigerian Machine Tools. He also appreciated India’s initiatives under New Partnership for African Development (NEPAD) under which India would provide credit lines of US $ 200 million to African countries. President Obasanjo assured that Nigeria would provide more crude oil directly to India. He invited Indian companies to participate in bids for
2004	helped in greater interaction. Meanwhile, the agreement signed in 2001 for the revival of Nigerian Machine Tools (NMT) under the Government of India grant of US$ 5 million, proceeded well with all the machinery supplied by HMT (I) reaching NMT during the course of the year. Joint Secretary (MER) from Ministry of External
2004	by Senegal. At the request of the Senegal Government, M/s HMT (I) sent additional equipment and an engineer as part of upgrading the India-established US $4.5 million Entrepreneur and Technical Development Centre (ETDC) at Dakar. Senegal Foreign Minister Mr. Cheikh Tidiane Gadio visited India from 8-11 September 2004. Minister Gadio called on
2004	steps towards signing the Bilateral Investment Promotion & Protection Agreement and Double Taxation Avoidance Agreement. India agreed to offer Senegal a line of credit of US$ 18 million for acquisition of 350 buses from India. This has since been implemented. It was also agreed that India would assist in the establishment of a tractor assembly plant in Senegal as part of the US $15 million credit line already offered to Senegal for acquiring tractors and other agricultural equipment from India. Mr. Gadio visited India again in January 2005 to express
2004	the year, they availed of 8 slots. The first round of DTAA negotiations took place in New Delhi from 30 November-3 December 2004. The US $15 million line of credit agreement between EXIM Bank of 77 Annual Report 2004 - 2005 Togo India is in the process of providing military assistance to
2004	is one of the largest sources of FDI for India. Between the years 1991 to 2003, cumulative actual inflows are estimated at around Euros 6.2 billion, according to Eurostat Data. The most important sources of FDI from the EU are UK, Germany, and the Netherlands followed by France, Italy and Belgium.
2004	West Bengal). In October 2004, the UK announced substantial assistance to support the Government of India’s Sarv Shiksha Abhiyan Programme with a commitment of £190 million over four years. France India and France enjoy cordial and substantive ties. The tempo of regular and structured consultations on a variety of issues of
2004	the USA and China, and the largest in Europe. Annual bilateral trade in goods and services between India and Britain was well over £ 5 billion during 2003. Between January and September 2004, total trade in goods registered a slight increase at £3.29b in India’s favour. India has moved up, as
2004	of development assistance to India continues to be its largest in the world. The British Department for International Development (DfID) plans to disburse £ 250 million to various programmes in India during 2004-05. UK assistance is channelled to several nationwide activities as well as to specific programmes in four focus French
2004	held on 3 and 4 May 2004 at Grenoble. The year witnessed continued growth in bilateral trade between India and France. The figure touched 2.5 billion Euros in 2003-04, with the balance of trade being marginally in India’s favor. The Joint Working Groups on Energy, Roads, Urban Development and Mineral Exploration
2004	reform of the UN and reiterated to support each other’s candidature in an expanded UNSC. The two sides decided to double bilateral trade from about $ 5 billion in 2003 over the next five years. during which a new Indo- Italian Cultural Agreement was signed and an Alitalia flight was started on Milan-Delhi
2004	satisfactory growth during the year. The Netherlands remained among the top seven partners of India both in terms of the volume of bilateral trade at $ 1.8 billion, in India’s favour, as well as of the foreign direct investment into India. A 17-member joint CII/ FICCI business delegation visited the Netherlands. The visit
2004	dialogue on consular issues of mutual concern. Belgium is India’s second largest trade partner within the European Union with bilateral trade turnover crossing Euro 6 billion for the year 2004. The Belgo-Indian Chamber of Commerce (BICC) celebrated its Golden Jubilee on 8 November 2004 with a Seminar entitled “India-Target 2005” which
2004	la India [India Cultural Centre] received a significant boost with the visit of DG (ICCR) who, on behalf of ICCR, presented a cheque of US $ 50,000 to Casa de la India. exchange of high-level visits. Kumari Selja, Minister of State for Urban Employment and Poverty Alleviation (Independent Charge) visited Portugal
2004	Ship INS TABAR visited Lisbon for four days (18-21 April 2004) on her maiden passage from Kaliningrad, Russia to Mumbai. Indo-Portuguese bilateral trade stood at $ 166 million, in India’s favor. As part of trade promotion activities ITPO coordinated India’s participation in the International Handicrafts Fair held at Lisbon (26 June–4 July 2004)
2004	the fifth largest contributor to Commonwealth budgets and has decided to increase its annual contribution to the Commonwealth Small States Office in New York to US$35,000. India also remains one of the largest contributors to the CFTC, with an annual contribution of GBP 720,000. It continued its active membership of key
2004	BiH from 29 October - 1 November 2004 during which the President of the Republic received her. India sent two consignments of humanitarian assistance worth US$ 50,000 (nearly Rs. 22 lakhs) to flood victims of Tuzla Canton of BiH in early 2004. Bulgaria Bulgarian Foreign Minister Dr. Solomon Passy began a two day visit to India
2004	of Foreign Trade on the Indian side and the Director General of Trade and Customer Protection from the Slovak side. The bilateral trade stood at US$ 27 million in 2003-04. A delegation of Swedish Defence Commission visited India on 2-7 November 2004. During this first-ever visit, the delegation was received by Parliament’s Standing
2004	Additional Secretary, Ministry of Commerce & Industry and Ambassador Jorg Reding, Head of Bilateral Economic Relations. Bilateral trade relations registered a steady growth to reach US$ 3.75 billion in the last year. Slovak Republic At the invitation of Rashtrapatiji, President of Slovak Republic, Dr. Ivan Gasparovic began a five-day State Visit to India
2004	of Economic Ministries was held in New Delhi during 6-7 October 2004. During the meeting it was agreed to set a bilateral trade target of US$ 2 billion by 2009, as compared to current value of US$ 1 billion. The JWG identified a number of sectors, including food & food processing, construction, textiles, automobiles, electronics, pharmaceuticals, tourism, hydrocarbons, IT, bio-tech, railways and leather for
2004	INS Ganga and INS Shakti to Istanbul port on 30 May 2004. This was first such visit in seven years. Indian exports to Turkey crossed US$ 1 billion mark for the first time in 2004. In addition, 37 Turkish experts availed of ITEC fellowships during the first seven months of 2004. Bilateral people-to-people
2004	led an industry-government delegation for the third HTCG meeting in Washington DC on 18-19 November 2004. TOW-2A missiles and 14 TOW-2A Fly-to-Buy missiles (valued at $ 1.2 billion). India’s strong concern with respect to U.S. arms package to Pakistan was conveyed at high levels to the US Government. The repercussions of such sales
2004	2005 US is India’s largest trade partner and India rank 18th in the list of USA’s partners. The total trade in merchandise and commodities was $15.91 billion (up 17 per cent from $13.56 billion in the same period last year) in the first nine months (January-September) of calendar year 2004. The rate of growth of our exports to US in this period has been impressive 26 per cent (from $9.95 billion to $ 11.54 billion). the Government of the United States of America regarding mutual assistance between their Customs Administrations was signed in New Delhi on 15 December 2004. The
2004	for the movement and travel of people of two countries. The US is India’s major FDI source, accounting for 21 per cent of approved FDI ($16.48 billion) between January 1991 and March 2004. India’s service exports to the US are more than $6 billion annually. To enhance the trade and economic relationship between the two countries a dialogue process consisting of a triad was followed – Next Steps in
2004	from 423 in FY 2002 to 619 in FY 2003 and 912 in FY 2004. In value terms too, this trade has gone up from $26.78 million in FY 2002 to $90.06 million in 2004. The license approval rate has increased from 84 percent to 90 percent in two-year time. India-US Economic Dialogue was set up following an
2004	to actively promote bilateral trade and investment during the year. During the period 1 January 2004 to 31 August 2004, Indian exports to Canada were C$ 1035 million and imports from Canada were C$ 510 million. Indo-Canadian bilateral trade has increased from US$ 848.73 million in 1997-98 to US$ 1350.47 million in 2003-2004, registering 59.11 per cent increase within a period of five years. Our exports have increased by 77 per cent and the imports by
2004	invitation to the President to visit Colombia, which has been accepted in principle. Exports from India to Colombia registered 41.8 per cent growth to reach US$102.6 million. Indian Textile Exhibition was organised and Chemexcil delegation visited Colombia. Indian Company secured contracts for supply of plant and technology for manufacture of fuel ethanol worth about US$ 32 mn. Cuba Indo Cuba Relations continued to be warm and friendly. Visits of Scientific delegations from India such as nonconventional energy, biomass, wind energy
